Vehicle_ID,Lane,Frame,Timestamp
554,1,1388,46.27
623,1,1391,46.37
625,1,1395,46.5
632,1,1407,46.9
636,1,1411,47.03
647,3,1419,47.3
567,1,1419,47.3
659,1,1438,47.93
661,3,1443,48.1
649,1,1443,48.1
665,1,1447,48.23
676,2,1466,48.87
691,1,1495,49.83
622,1,1497,49.9
700,2,1503,50.1
583,1,1507,50.23
702,1,1510,50.33
706,1,1518,50.6
710,3,1522,50.73
714,1,1530,51.0
679,1,1563,52.1
737,3,1564,52.13
618,1,1569,52.3
750,2,1578,52.6
764,1,1601,53.37
766,2,1603,53.43
767,1,1605,53.5
769,1,1607,53.57
775,2,1619,53.97
777,1,1620,54.0
781,1,1628,54.27
733,1,1628,54.27
786,2,1634,54.47
792,1,1644,54.8
797,2,1656,55.2
804,2,1677,55.9
735,1,1680,56.0
754,1,1700,56.67
817,2,1705,56.83
819,2,1710,57.0
821,2,1715,57.17
820,2,1716,57.2
823,2,1721,57.37
757,1,1729,57.63
829,2,1737,57.9
832,1,1742,58.07
835,1,1748,58.27
845,2,1761,58.7
850,1,1768,58.93
854,1,1777,59.23
860,2,1787,59.57
773,1,1787,59.57
865,2,1799,59.97
830,2,1800,60.0
869,2,1807,60.23
807,1,1826,60.87
884,1,1828,60.93
897,2,1848,61.6
902,1,1854,61.8
903,1,1855,61.83
904,2,1856,61.87
907,1,1862,62.07
862,1,1886,62.87
890,2,1888,62.93
922,1,1902,63.4
930,2,1913,63.77
937,2,1924,64.13
941,1,1933,64.43
945,2,1936,64.53
946,1,1938,64.6
951,1,1945,64.83
958,1,1957,65.23
851,2,1961,65.37
960,1,1965,65.5
968,1,1975,65.83
905,1,1975,65.83
980,2,2000,66.67
988,2,2020,67.33
961,2,2024,67.47
997,2,2048,68.27
895,1,2053,68.43
1008,2,2056,68.53
1013,1,2065,68.83
1014,2,2066,68.87
999,2,2070,69.0
1018,1,2073,69.1
1021,1,2078,69.27
1019,2,2078,69.27
986,1,2080,69.33
1028,1,2084,69.47
1042,2,2100,70.0
1045,2,2107,70.23
949,1,2116,70.53
1002,2,2120,70.67
1062,1,2125,70.83
1061,2,2127,70.9
1067,2,2140,71.33
1087,1,2168,72.27
1093,1,2177,72.57
969,2,2183,72.77
1098,2,2184,72.8
1095,1,2192,73.07
1105,1,2194,73.13
1116,2,2218,73.93
981,1,2221,74.03
1118,1,2224,74.13
1124,1,2232,74.4
1090,2,2242,74.73
1127,1,2252,75.07
1133,1,2261,75.37
1134,1,2262,75.4
1135,1,2272,75.73
1142,1,2273,75.77
1143,2,2274,75.8
1152,1,2302,76.73
1156,1,2311,77.03
1047,1,2313,77.1
1169,1,2343,78.1
1069,1,2410,80.33
1110,1,2430,81.0
1186,1,2440,81.33
1153,2,2445,81.5
1190,2,2446,81.53
1193,2,2458,81.93
1194,1,2463,82.1
1195,2,2467,82.23
1168,1,2476,82.53
1164,1,2483,82.77
1201,2,2488,82.93
1192,2,2492,83.07
1211,1,2519,83.97
1216,2,2528,84.27
1218,2,2530,84.33
1220,1,2532,84.4
1176,1,2532,84.4
1222,2,2539,84.63
1183,2,2549,84.97
1226,2,2552,85.07
1229,1,2553,85.1
1244,2,2594,86.47
1246,2,2610,87.0
1255,2,2633,87.77
1261,2,2643,88.1
1215,1,2646,88.2
1271,1,2663,88.77
1258,1,2665,88.83
1276,1,2675,89.17
1275,1,2680,89.33
1281,1,2686,89.53
1282,1,2689,89.63
1283,1,2691,89.7
1286,1,2699,89.97
1288,1,2702,90.07
1296,1,2739,91.3
1299,1,2749,91.63
1301,1,2765,92.17
1302,1,2770,92.33
1285,1,2770,92.33
1287,1,2823,94.1
1307,1,2897,96.57
1338,1,2932,97.73
1343,1,2942,98.07
1348,1,2952,98.4
1351,1,2955,98.5
1352,1,2957,98.57
1354,1,2958,98.6
1349,1,2980,99.33
1368,1,2991,99.7
1371,1,3004,100.13
1382,1,3045,101.5
1350,1,3045,101.5
1385,1,3063,102.1
1335,2,3063,102.1
1390,1,3081,102.7
1389,1,3145,104.83
1381,1,3159,105.3
1367,2,3161,105.37
1413,2,3165,105.5
1403,1,3175,105.83
1418,1,3177,105.9
1420,2,3180,106.0
1422,2,3188,106.27
1408,1,3197,106.57
1427,2,3206,106.87
1428,2,3222,107.4
1402,1,3228,107.6
1434,2,3240,108.0
1437,2,3248,108.27
1410,1,3260,108.67
1400,2,3286,109.53
1419,1,3288,109.6
1445,1,3291,109.7
1449,2,3309,110.3
1451,3,3317,110.57
1429,1,3321,110.7
1457,1,3345,111.5
1411,2,3345,111.5
1443,1,3412,113.73
1479,1,3419,113.97
1488,2,3439,114.63
1487,1,3439,114.63
1489,1,3449,114.97
1505,3,3490,116.33
1496,1,3496,116.53
1509,1,3503,116.77
1514,1,3512,117.07
1518,3,3536,117.87
1492,1,3543,118.1
1491,1,3560,118.67
1523,1,3562,118.73
1524,2,3577,119.23
1515,1,3615,120.5
1531,1,3620,120.67
1529,1,3620,120.67
1534,2,3632,121.07
1535,3,3637,121.23
1538,2,3657,121.9
1539,3,3692,123.07
1540,2,3698,123.27
1525,1,3728,124.27
1548,1,3753,125.1
1570,1,3869,128.97
1579,2,3885,129.5
1583,2,3890,129.67
1554,1,3900,130.0
1551,1,3905,130.17
1592,2,3907,130.23
1594,2,3911,130.37
1597,1,3917,130.57
1599,1,3927,130.9
1600,1,3929,130.97
1558,1,3935,131.17
1563,1,3954,131.8
1616,2,3991,133.03
1621,2,4010,133.67
1634,2,4033,134.43
1619,1,4040,134.67
1647,1,4058,135.27
1649,1,4062,135.4
1635,1,4064,135.47
1651,1,4067,135.57
1603,1,4097,136.57
1660,2,4100,136.67
1648,1,4115,137.17
1676,2,4117,137.23
1680,3,4127,137.57
1682,2,4132,137.73
1685,2,4136,137.87
1688,3,4137,137.9
1681,1,4138,137.93
1690,3,4141,138.03
1692,1,4144,138.13
1693,3,4150,138.33
1645,1,4151,138.37
1698,2,4157,138.57
1653,1,4163,138.77
1709,3,4177,139.23
1668,1,4185,139.5
1716,3,4190,139.67
1677,2,4192,139.73
1725,3,4201,140.03
1687,1,4217,140.57
1735,1,4224,140.8
1736,3,4226,140.87
1689,1,4226,140.87
1743,3,4233,141.1
1745,1,4240,141.33
1747,1,4243,141.43
1708,1,4245,141.5
1759,3,4261,142.03
1703,1,4264,142.13
1766,2,4274,142.47
1715,1,4278,142.6
1714,1,4294,143.13
1783,2,4299,143.3
1729,1,4318,143.93
1795,1,4341,144.7
1805,2,4371,145.7
1721,2,4398,146.6
1824,2,4413,147.1
1813,1,4413,147.1
1825,3,4414,147.13
1827,1,4420,147.33
1828,2,4421,147.37
1829,1,4429,147.63
1833,3,4430,147.67
1837,1,4435,147.83
1838,1,4439,147.97
1840,1,4443,148.1
1844,1,4449,148.3
1851,1,4467,148.9
1799,1,4475,149.17
1869,2,4513,150.43
1872,2,4518,150.6
1830,2,4527,150.9
1876,2,4530,151.0
1880,2,4540,151.33
1885,2,4550,151.67
1890,2,4564,152.13
1892,2,4571,152.37
1853,1,4596,153.2
1904,2,4620,154.0
1905,1,4636,154.53
1831,2,4638,154.6
1908,1,4640,154.67
1889,1,4648,154.93
1924,1,4674,155.8
1926,2,4677,155.9
1935,2,4688,156.27
1899,1,4701,156.7
1940,1,4706,156.87
1948,3,4710,157.0
1950,1,4713,157.1
1952,2,4728,157.6
1897,1,4729,157.63
1832,2,4736,157.87
1956,2,4741,158.03
1967,2,4757,158.57
1919,1,4770,159.0
1942,1,4788,159.6
2001,2,4792,159.73
2002,3,4793,159.77
2006,2,4796,159.87
1945,1,4803,160.1
1960,1,4821,160.7
2030,2,4825,160.83
2033,1,4831,161.03
2035,2,4834,161.13
2041,1,4840,161.33
2043,2,4844,161.47
2049,1,4850,161.67
2056,2,4856,161.87
2003,1,4857,161.9
2060,1,4860,162.0
1800,2,4886,162.87
2086,1,4902,163.4
2090,2,4905,163.5
2091,2,4906,163.53
2089,1,4906,163.53
2093,1,4907,163.57
2097,1,4915,163.83
2102,1,4921,164.03
2103,1,4927,164.23
2112,1,4938,164.6
2122,2,4959,165.3
2128,2,4971,165.7
2051,1,4973,165.77
2135,2,4979,165.97
2054,1,4982,166.07
2142,1,4989,166.3
2138,2,5002,166.73
2148,1,5003,166.77
2085,1,5015,167.17
2155,1,5019,167.3
2170,2,5046,168.2
2116,1,5056,168.53
2139,1,5061,168.7
2180,3,5068,168.93
2183,3,5071,169.03
2125,2,5074,169.13
2193,2,5085,169.5
2198,1,5093,169.77
2197,2,5097,169.9
2150,1,5099,169.97
2204,2,5110,170.33
2211,1,5121,170.7
2220,1,5127,170.9
2223,1,5137,171.23
2229,2,5142,171.4
2232,1,5148,171.6
2238,1,5158,171.93
2239,2,5160,172.0
2242,1,5164,172.13
2248,2,5171,172.37
2249,2,5177,172.57
2256,1,5180,172.67
2258,2,5184,172.8
2272,1,5205,173.5
2280,2,5213,173.77
2277,1,5213,173.77
2282,1,5215,173.83
2287,1,5229,174.3
2288,1,5230,174.33
2290,2,5233,174.43
2291,1,5236,174.53
2298,1,5241,174.7
2300,1,5242,174.73
2301,2,5244,174.8
2302,2,5248,174.93
2306,1,5256,175.2
2310,1,5259,175.3
2308,1,5260,175.33
2259,2,5272,175.73
2321,1,5278,175.93
2333,1,5299,176.63
2329,1,5306,176.87
2330,1,5307,176.9
2339,2,5308,176.93
2342,1,5312,177.07
2344,1,5322,177.4
2351,1,5334,177.8
2354,1,5337,177.9
2357,1,5343,178.1
2350,2,5361,178.7
2366,1,5368,178.93
2309,1,5369,178.97
2370,3,5383,179.43
2218,1,5386,179.53
2393,2,5406,180.2
2391,1,5406,180.2
2397,1,5410,180.33
2404,2,5417,180.57
2409,2,5425,180.83
2412,2,5428,180.93
2415,1,5436,181.2
2186,2,5436,181.2
2418,2,5437,181.23
2422,2,5441,181.37
2421,1,5441,181.37
2438,2,5478,182.6
2439,2,5482,182.73
2385,1,5498,183.27
2452,1,5504,183.47
2455,1,5512,183.73
2461,1,5518,183.93
2420,2,5520,184.0
2465,1,5527,184.23
2463,2,5527,184.23
2469,2,5533,184.43
2453,1,5535,184.5
2471,1,5539,184.63
2413,1,5540,184.67
2480,1,5557,185.23
2491,2,5572,185.73
2493,1,5573,185.77
2501,2,5583,186.1
2516,2,5602,186.73
2518,1,5603,186.77
2526,1,5610,187.0
2530,1,5613,187.1
2536,2,5624,187.47
2487,1,5654,188.47
2557,1,5661,188.7
2567,3,5680,189.33
2573,1,5690,189.67
2581,1,5709,190.3
2544,1,5719,190.63
2594,1,5723,190.77
2604,2,5742,191.4
2612,1,5750,191.67
2528,1,5751,191.7
2613,2,5753,191.77
2620,2,5763,192.1
2621,1,5768,192.27
2626,2,5779,192.63
2628,1,5781,192.7
2649,2,5810,193.67
2654,2,5820,194.0
2658,3,5824,194.13
2607,1,5828,194.27
2664,2,5830,194.33
2666,1,5833,194.43
2670,3,5840,194.67
2673,2,5845,194.83
2678,3,5849,194.97
2686,1,5856,195.2
2687,3,5857,195.23
2688,3,5858,195.27
2689,2,5863,195.43
2668,2,5863,195.43
2696,2,5870,195.67
2629,1,5872,195.73
2640,1,5878,195.93
2709,3,5881,196.03
2707,2,5881,196.03
2711,2,5884,196.13
2718,2,5894,196.47
2721,2,5897,196.57
2730,2,5912,197.07
2731,2,5914,197.13
2659,1,5917,197.23
2735,2,5921,197.37
2738,3,5926,197.53
2741,2,5929,197.63
2743,1,5934,197.8
2701,1,5936,197.87
2745,3,5938,197.93
2747,1,5940,198.0
2746,1,5941,198.03
2750,1,5949,198.3
2749,2,5952,198.4
2764,2,5966,198.87
2710,1,5972,199.07
2770,2,5978,199.27
2734,1,5996,199.87
2792,2,6000,200.0
2796,2,6006,200.2
2744,1,6010,200.33
2804,2,6026,200.87
2810,1,6041,201.37
2811,1,6044,201.47
2818,1,6052,201.73
2819,1,6054,201.8
2817,1,6055,201.83
2736,1,6066,202.2
2681,2,6093,203.1
2849,1,6115,203.83
2795,1,6145,204.83
2806,1,6153,205.1
2835,2,6169,205.63
2870,2,6173,205.77
2878,2,6187,206.23
2882,2,6194,206.47
2883,1,6195,206.5
2838,1,6199,206.63
2890,2,6211,207.03
2892,2,6215,207.17
2895,2,6223,207.43
2800,1,6226,207.53
2896,1,6229,207.63
2899,2,6236,207.87
2866,2,6244,208.13
2919,1,6267,208.9
2929,2,6275,209.17
2915,1,6283,209.43
2940,1,6290,209.67
2952,2,6301,210.03
2949,1,6306,210.2
2954,1,6307,210.23
2955,3,6311,210.37
2957,3,6316,210.53
2965,1,6324,210.8
2894,2,6330,211.0
2969,1,6337,211.23
2974,1,6342,211.4
2985,1,6353,211.77
2996,3,6367,212.23
3001,1,6373,212.43
3006,2,6378,212.6
2928,1,6393,213.1
3018,2,6403,213.43
3020,2,6404,213.47
3021,3,6409,213.63
2946,1,6412,213.73
3027,2,6421,214.03
3030,2,6425,214.17
2976,1,6427,214.23
3033,2,6433,214.43
3039,2,6440,214.67
3038,2,6440,214.67
3044,1,6450,215.0
3048,1,6457,215.23
3036,1,6458,215.27
3049,1,6460,215.33
3052,2,6463,215.43
3054,1,6466,215.53
3055,2,6471,215.7
3061,2,6479,215.97
3060,1,6480,216.0
3067,2,6486,216.2
3068,1,6488,216.27
3073,1,6495,216.5
3016,1,6508,216.93
3081,2,6520,217.33
3082,2,6524,217.47
3087,2,6541,218.03
3017,1,6553,218.43
3093,2,6554,218.47
3097,3,6565,218.83
3099,2,6576,219.2
3109,2,6586,219.53
3114,2,6602,220.07
3120,2,6617,220.57
3009,2,6617,220.57
3146,2,6677,222.57
3152,2,6694,223.13
3128,2,6695,223.17
3169,2,6716,223.87
3174,2,6732,224.4
3179,2,6740,224.67
3112,1,6751,225.03
3183,1,6754,225.13
3187,2,6757,225.23
3131,1,6758,225.27
3189,1,6761,225.37
3191,1,6764,225.47
3193,1,6765,225.5
3195,2,6777,225.9
3220,2,6809,226.97
3224,3,6817,227.23
3230,3,6829,227.63
3222,2,6841,228.03
3236,2,6847,228.23
3244,2,6863,228.77
3235,1,6874,229.13
3265,1,6894,229.8
3267,1,6900,230.0
3272,1,6907,230.23
3268,2,6912,230.4
3277,2,6915,230.5
3280,2,6917,230.57
3282,2,6929,230.97
3283,1,6932,231.07
3284,2,6935,231.17
3286,2,6938,231.27
3296,1,6955,231.83
3299,2,6959,231.97
3302,1,6962,232.07
3305,2,6974,232.47
3310,2,6978,232.6
3308,2,6978,232.6
3311,2,6989,232.97
3313,2,7016,233.87
3314,2,7025,234.17
3318,2,7036,234.53
3300,1,7039,234.63
3319,2,7043,234.77
3327,2,7091,236.37
3317,1,7111,237.03
3341,2,7162,238.73
3338,2,7162,238.73
3324,1,7178,239.27
3345,2,7181,239.37
3350,2,7195,239.83
3343,1,7249,241.63
3359,2,7254,241.8
3369,2,7256,241.87
3371,3,7257,241.9
3373,2,7261,242.03
3376,2,7265,242.17
3377,2,7266,242.2
3344,1,7266,242.2
3379,2,7272,242.4
3384,2,7286,242.87
3383,2,7288,242.93
3385,2,7294,243.13
3386,2,7296,243.2
3388,2,7307,243.57
3392,2,7316,243.87
3393,2,7317,243.9
3395,1,7323,244.1
3401,3,7338,244.6
3402,3,7339,244.63
3404,2,7347,244.9
3411,2,7354,245.13
3380,1,7359,245.3
3418,1,7364,245.47
3425,1,7379,245.97
3426,2,7391,246.37
3429,2,7396,246.53
3436,3,7412,247.07
3396,1,7412,247.07
3438,2,7417,247.23
3440,1,7419,247.3
3445,2,7423,247.43
3403,1,7426,247.53
3447,2,7427,247.57
3446,2,7430,247.67
3448,2,7436,247.87
3452,1,7441,248.03
3457,2,7456,248.53
3423,1,7495,249.83
3467,2,7497,249.9
3469,2,7504,250.13
3473,2,7510,250.33
3475,1,7522,250.73
3477,2,7523,250.77
3478,2,7530,251.0
3458,1,7536,251.2
3483,1,7553,251.77
3494,2,7581,252.7
3472,1,7584,252.8
3476,1,7585,252.83
3497,1,7587,252.9
3501,1,7593,253.1
3503,2,7594,253.13
3505,1,7599,253.3
3510,2,7603,253.43
3514,2,7607,253.57
3499,2,7607,253.57
3515,3,7608,253.6
3519,1,7611,253.7
3525,2,7619,253.97
3526,2,7620,254.0
3527,2,7624,254.13
3481,1,7630,254.33
3533,2,7633,254.43
3534,2,7637,254.57
3531,1,7637,254.57
3538,2,7648,254.93
3539,2,7650,255.0
3544,3,7657,255.23
3545,1,7660,255.33
3549,2,7666,255.53
3550,1,7668,255.6
3555,1,7700,256.67
3562,1,7702,256.73
3564,2,7705,256.83
3565,1,7712,257.07
3569,1,7719,257.3
3568,2,7719,257.3
3577,2,7734,257.8
3573,1,7740,258.0
3583,1,7746,258.2
3589,1,7756,258.53
3532,1,7757,258.57
3580,1,7819,260.63
3610,1,7822,260.73
3615,1,7839,261.3
3582,1,7859,261.97
3625,2,7868,262.27
3632,1,7881,262.7
3633,1,7886,262.87
3637,2,7889,262.97
3638,3,7891,263.03
3639,1,7895,263.17
3640,1,7903,263.43
3645,2,7905,263.5
3643,1,7907,263.57
3611,1,7907,263.57
3651,1,7912,263.73
3605,1,7925,264.17
3664,2,7937,264.57
3662,2,7937,264.57
3665,2,7942,264.73
3623,1,7946,264.87
3667,1,7948,264.93
3671,2,7957,265.23
3677,1,7963,265.43
3679,1,7969,265.63
3622,1,7986,266.2
3681,1,7988,266.27
3683,2,7995,266.5
3688,1,7999,266.63
3687,2,8001,266.7
3663,1,8009,266.97
3698,1,8013,267.1
3694,1,8013,267.1
3708,1,8023,267.43
3710,1,8028,267.6
3719,1,8047,268.23
3652,1,8047,268.23
3673,1,8050,268.33
3716,2,8051,268.37
3721,1,8052,268.4
3725,1,8059,268.63
3730,1,8071,269.03
3735,2,8077,269.23
3755,1,8132,271.07
3758,1,8134,271.13
3761,1,8141,271.37
3766,1,8146,271.53
3769,1,8151,271.7
3768,2,8155,271.83
3771,1,8156,271.87
3774,2,8158,271.93
3776,1,8161,272.03
3777,1,8162,272.07
3778,1,8170,272.33
3779,1,8175,272.5
3791,1,8181,272.7
3793,2,8182,272.73
3794,2,8185,272.83
3753,1,8198,273.27
3784,2,8213,273.77
3764,1,8222,274.07
3824,1,8225,274.17
3836,2,8251,275.03
3835,1,8258,275.27
3812,1,8315,277.17
3864,1,8324,277.47
3865,1,8348,278.27
3820,2,8360,278.67
3885,1,8367,278.9
3883,1,8368,278.93
3889,1,8371,279.03
3849,1,8372,279.07
3892,1,8374,279.13
3893,2,8376,279.2
3897,1,8387,279.57
3895,2,8388,279.6
3900,1,8394,279.8
3853,1,8403,280.1
3891,2,8414,280.47
3918,2,8427,280.9
3920,2,8433,281.1
3866,1,8438,281.27
3925,2,8446,281.53
3884,1,8452,281.73
3934,2,8459,281.97
3933,2,8459,281.97
3936,1,8460,282.0
3922,2,8465,282.17
3938,1,8471,282.37
3904,1,8481,282.7
3947,2,8483,282.77
3917,1,8486,282.87
3949,1,8489,282.97
3957,1,8500,283.33
3960,2,8505,283.5
3937,1,8522,284.07
3873,2,8539,284.63
3990,1,8543,284.77
3993,2,8553,285.1
3998,2,8562,285.4
3996,1,8562,285.4
4001,2,8569,285.63
4006,2,8596,286.53
3946,1,8597,286.57
4012,1,8607,286.9
4018,2,8633,287.77
3988,1,8634,287.8
4021,1,8637,287.9
4020,1,8637,287.9
3987,1,8640,288.0
4023,2,8641,288.03
4024,2,8647,288.23
4031,1,8666,288.87
4036,2,8678,289.27
4043,2,8688,289.6
3976,2,8708,290.27
4060,2,8749,291.63
4062,3,8756,291.87
4066,2,8765,292.17
4072,2,8782,292.73
4041,1,8785,292.83
4059,2,8793,293.1
4076,1,8795,293.17
4078,2,8796,293.2
4065,1,8799,293.3
4080,2,8802,293.4
4083,1,8805,293.5
4082,2,8811,293.7
4090,1,8812,293.73
4087,1,8812,293.73
4093,2,8817,293.9
4100,2,8827,294.23
4101,1,8830,294.33
4106,2,8844,294.8
4110,2,8856,295.2
4108,1,8858,295.27
4119,2,8870,295.67
4126,2,8886,296.2
4098,1,8892,296.4
4133,2,8897,296.57
4145,1,8918,297.27
4105,1,8932,297.73
4153,1,8943,298.1
4156,1,8947,298.23
4120,1,8988,299.6
4168,1,9002,300.07
4104,2,9003,300.1
4146,1,9026,300.87
4188,1,9032,301.07
4190,1,9034,301.13
4191,2,9035,301.17
4193,2,9038,301.27
4197,3,9043,301.43
4199,2,9044,301.47
4198,1,9044,301.47
4202,1,9049,301.63
4205,1,9053,301.77
4207,2,9058,301.93
4209,2,9060,302.0
4221,2,9083,302.77
4234,1,9127,304.23
4242,2,9136,304.53
4243,2,9138,304.6
4245,1,9140,304.67
4241,1,9160,305.33
4257,3,9161,305.37
4258,1,9163,305.43
4252,1,9163,305.43
4264,1,9171,305.7
4211,1,9172,305.73
4270,2,9184,306.13
4269,1,9184,306.13
